0.75499,0.3184,0.040815,380920,1350.7801,128.5,0.52225,0.81106,0.62681,0.94903,0.70037,0.5107,0.09329,265584,2682.6667,50,0.74597,0.9477,0.51559,0.94005,0.3034,0.64022,82.3595,65381,427.3268,288,0.070778,0.88981,0.90328,0.99035,290.4842,532.1722,785.7142,182.9396,395.5532,617.3954,11.6977,325.3121,545.0377,820.4761,151.2974,421.7554,603.7642,12.3357,307.223,538.1649,802.4668,165.9554,417.0193,588.5519,37.8969,720941,99,282,153,248936,20874,293,20,108,101,3.6456,12.7654,3,12.1655,2304.963,56.5,182188,206.6733,25,119393,54456,40335,25451,13731,7961,5029,2209,992,380,128,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78682,57600,33618,27263,30903,18864,19028,16568,13028,11594,9093,9545,9014,7405,6711,5962,5655,4776,3947,3277,3076,2216,1785,1447,1151,943,674,551,455,307,257,157,87,52,33,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13782,12066,7594,6856,8061,4769,4394,3401,2057,1239,622,348,148,44,0,0,0,0,0,0,4489,9684,14513,18999,23366,27653,31847,36069,40215,44229,48343,52419,56456,60605,64589,68649,73602,45150,0,0,0,0,0,0,0.46839,0.27355,0.54519,0.11564,0.094641,0.094378,0.84351,0.78256,0.85891,0.079985,0.11688,0.063777,0.42219,0.29918,0.52685,0.13859,0.14819,0.12448,
0.73269,0.38565,0.031127,201024,905.5135,75,0.42619,0.82613,0.6317,0.9529,0.69535,0.4266,0.14402,197243,2900.6324,76.5,0.59678,0.94777,0.62703,0.95456,0.27152,0.66172,73.8824,33711,330.5,61,0.050025,0.86593,0.93107,0.99298,288.7847,457.7103,733.3119,110.7783,343.8599,586.4724,9.9932,298.5714,462.8201,730.4722,106.8038,328.3081,531.4087,13.7896,293.6562,464.1219,725.7086,120.1571,339.4425,529.1935,40.7736,437553,68,222,102,174274,19552,1838,20,91,71,3.6673,13.368,3,12.8062,1915.0989,65,78477,275.3803,20,83615,37556,28064,18104,10432,6410,4559,2606,1785,1076,652,367,223,125,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47475,30390,15759,12120,12946,7678,7820,6996,5650,5117,4162,4535,4491,3865,3653,3383,3462,3117,2722,2436,2469,1910,1722,1644,1577,1345,1031,847,838,651,603,448,417,398,316,310,224,186,135,101,79,64,43,27,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8044,6791,4069,3492,4004,2219,1987,1478,792,412,197,125,65,23,12,1,0,0,0,0,5618,11741,18064,23376,28115,32774,37389,42013,46926,51649,56773,61709,21293,0,0,0,0,0,0,0,0,0,0,0,0.45947,0.25783,0.53385,0.11689,0.095813,0.096708,0.84692,0.78712,0.86723,0.082162,0.12274,0.065326,0.38293,0.27009,0.49007,0.13693,0.1437,0.12589,
0.75961,0.25263,0.059833,172880,2161,130.5,0.33719,0.85821,0.70333,0.96812,0.61892,0.62994,0.1586,111495,2592.907,65,0.5439,0.95868,0.58078,0.95437,0.40793,0.51307,90.5231,33977,522.7231,693,0.081246,0.89695,0.90606,0.9907,243.8475,385.7021,592.8598,104.3025,288.6099,421.9238,13.6918,225.8808,377.8319,577.0929,111.306,254.2052,429.0682,10.8941,244.3583,384.4523,594.7533,103.8544,283.9049,419.0454,42.8337,321285,43,80,65,99391,10271,362,20,67,67,4.0459,12.5639,3.6056,12.0416,1483.4478,94,25480,153.2985,12,42234,19949,18295,13492,7983,4145,2052,871,464,291,191,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29551,22804,14186,12035,14080,8736,8897,7797,6099,5472,4398,4569,4260,3389,2848,2449,2270,1948,1716,1525,1621,1302,1214,1229,1228,1117,909,839,837,716,667,534,473,444,354,324,254,215,168,140,131,116,98,68,51,41,28,19,7,0,0,0,0,0,0,0,0,0,0,0,6592,5841,3734,3409,4058,2519,2420,2085,1361,920,510,308,130,48,23,14,5,0,0,0,5667,11589,16535,21427,26327,30695,35040,39311,43400,47590,43633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48391,0.27464,0.53418,0.10764,0.086754,0.085165,0.84956,0.79762,0.85408,0.072909,0.10601,0.060288,0.45511,0.34658,0.53819,0.15077,0.16246,0.13084,
0.75339,0.32286,0.038526,160684,902.7191,125.5,0.42859,0.82514,0.59295,0.94848,0.70947,0.38825,0.10605,181571,4907.3243,45,0.58517,0.9477,0.63184,0.95164,0.23945,0.6693,83.0926,48279,447.0278,32,0.072025,0.89012,0.88193,0.98864,252.3372,409.0877,617.1373,100.7537,340.3926,451.5255,10.7281,236.1754,401.6799,601.2462,117.514,317.9436,452.9211,12.9035,233.8251,401.8702,602.0817,121.5697,315.2055,448.9895,35.5259,395814,37,178,108,177593,32019,690,20,31,84,4.2181,13.1549,3.6056,12.6491,5728.8065,50,119043,381.1786,51.5,68134,39583,34389,24929,16217,11296,7856,4283,2281,904,297,91,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36187,24675,13909,11365,13252,8316,8663,7656,6101,5468,4248,4324,3821,2941,2465,2084,1887,1564,1316,1121,1026,689,493,348,144,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9917,8590,5390,4844,5733,3407,3288,2691,1708,1146,699,474,238,93,40,17,4,0,0,0,5550,10688,15047,19238,23408,27511,31506,35534,39588,43433,47616,51692,44933,0,0,0,0,0,0,0,0,0,0,0,0.46294,0.24561,0.53074,0.11807,0.097904,0.091394,0.84153,0.77537,0.85507,0.083068,0.12382,0.065731,0.40275,0.26684,0.50389,0.13758,0.13591,0.11532,
0.76349,0.31478,0.019793,72918,340.7383,71,0.5912,0.82823,0.57385,0.94085,0.68235,0.44213,0.11942,121878,6093.9,35,0.75663,0.90078,0.69936,0.94868,0.36673,0.57648,79.8846,10122,389.3077,13,0.031656,0.89728,0.96017,0.99566,169.9243,293.1285,446.087,85.3703,221.936,347.842,8.1154,212.4741,310.0857,490.9431,53.8674,275.8313,367.2068,12.121,187.4794,300.9905,465.5897,71.7282,247.7835,328.2829,54.6901,211594,20,214,26,114723,2776,0,18.6815,44,48,3.4481,11.7251,3,11.1803,2607.3409,36,110618,57.8333,20.5,55074,29462,19004,8749,3467,1195,408,115,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31343,16928,8066,5863,5696,2998,2582,1868,1158,820,510,370,214,71,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,1936,1146,992,1177,684,658,564,320,205,119,56,8,0,0,0,0,0,0,0,5522,10575,15151,19689,23842,27971,32108,36127,40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55925,0.30872,0.6007,0.10196,0.081558,0.080879,0.81892,0.68662,0.82927,0.087248,0.13581,0.072519,0.45077,0.33435,0.54708,0.1416,0.13742,0.12604,
0.75116,0.30446,0.060654,361879,1436.0278,181.5,0.45876,0.83111,0.64977,0.95443,0.66956,0.49176,0.17437,267279,3259.5,56,0.63646,0.94999,0.56225,0.94821,0.30585,0.62372,83.4785,72822,446.7607,101,0.071821,0.88678,0.89944,0.99005,311.2547,539.6289,814.642,166.6211,411.9503,609.0765,11.4034,313.1131,540.0337,812.3392,158.0261,400.9482,610.7609,12.9468,320.2284,541.4405,820.6222,154.0205,409.3673,603.4185,39.0899,708731,82,252,163,248546,20503,174,20,91,113,3.6152,12.7016,3,12.0416,2731.2747,73,134774,181.4425,22,121346,53435,39424,24888,14058,8005,4467,2152,1020,342,73,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73337,54108,32837,27337,31589,18921,18931,15873,11955,10437,8113,8292,7492,5637,4754,3998,3728,3246,2692,2363,2377,1944,1821,1767,1780,1604,1359,1248,1237,1034,959,761,560,476,347,287,214,189,143,72,48,37,30,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15038,13219,8239,7417,8762,5292,5023,4113,2454,1542,881,493,244,75,24,6,0,0,0,0,5786,11819,16633,21451,26131,30264,34524,38589,42739,47220,51323,55690,60398,64412,68684,73343,59643,0,0,0,0,0,0,0,0.47191,0.27707,0.53278,0.11438,0.093326,0.090618,0.8306,0.77095,0.84446,0.077101,0.11412,0.06133,0.41614,0.29424,0.5107,0.13945,0.14103,0.12149,
0.75463,0.28699,0.039299,109152,7276.8,99,0.19285,0.87081,0.80589,0.98265,0.72056,0.4577,0.087349,43315,2406.3889,75,0.2647,0.98083,0.59518,0.97446,0.28641,0.62743,80.4231,11587,445.6538,15,0.04559,0.87985,0.94613,0.99446,118.6034,255.4915,367.4308,93.4746,161.0931,299.3277,11.9177,155.9208,269.0683,396.3758,83.7175,192.0824,283.1324,13.6552,176.4383,280.5733,424.3313,80.2385,221.9677,315.3651,41.729,164977,18,15,26,33239,10097,600,20,7,15,4.6189,13.6591,4.1231,13.0384,4748.4286,1188,26959,673.1333,4,11095,6808,6823,5801,4123,3117,2542,1579,995,643,309,95,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6624,5204,3352,2953,3811,2686,3051,3019,2690,2679,2358,2698,2821,2500,2448,2343,2497,2366,2237,2101,2330,2006,1961,2026,2087,2017,1748,1702,1878,1687,1770,1614,1604,1624,1425,1502,1383,1500,1351,1234,1342,1219,1265,1126,1048,1027,909,903,750,730,576,505,541,433,425,301,265,213,175,1018,2297,2010,1245,1110,1309,768,726,628,422,296,190,135,108,75,66,59,54,41,26,22,8595,14154,18361,22504,26809,31178,35622,7681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4742,0.23458,0.5271,0.10425,0.089687,0.085584,0.86551,0.84593,0.87224,0.03633,0.054468,0.030222,0.43322,0.30335,0.52052,0.14524,0.15979,0.12945,
0.75981,0.30664,0.056001,240845,1235.1026,167,0.42975,0.81992,0.65952,0.95534,0.63712,0.61423,0.17059,192288,4273.0667,43,0.59389,0.95086,0.59724,0.9531,0.31945,0.62998,83.4123,49237,431.9035,1,0.062099,0.89155,0.90824,0.99093,359.7984,517.1573,827.4375,138.0168,369.159,576.0163,11.7771,340.3334,505.7887,821.7176,138.3738,346.858,545.2176,13.1711,352.7789,513.0731,826.452,138.2253,353.6949,531.3809,37.9843,487661,45,195,114,185097,19474,259,20,49,69,3.6282,13.1225,3,12.53,3777.4898,37,107341,282.2319,48,90039,39887,29352,18662,10853,6801,4516,2681,1437,491,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53436,38703,22016,17656,19945,11940,11763,10160,7800,6675,4974,4778,4232,3264,2764,2434,2267,1862,1434,1223,1148,923,882,895,914,901,761,715,784,712,687,579,519,522,414,367,314,286,255,225,238,217,219,194,182,186,162,171,148,148,75,34,24,11,1,0,0,0,0,0,10492,9185,5678,5077,6038,3581,3353,2612,1492,911,469,275,71,3,0,0,0,0,0,0,10052,19953,25848,31112,36192,41140,45655,50250,54640,58772,63126,50769,0,0,0,0,0,0,0,0,0,0,0,0,0.46564,0.267,0.53959,0.1132,0.091641,0.091612,0.84291,0.77877,0.85864,0.082363,0.12026,0.06519,0.41087,0.28784,0.51425,0.14171,0.14492,0.12606,
0.78474,0.24213,0.067227,348090,1832.0526,292,0.40515,0.86143,0.63815,0.9597,0.67576,0.5405,0.091028,259451,3991.5538,39,0.59302,0.95633,0.55315,0.95488,0.28401,0.63283,84.56,70002,466.68,1,0.078076,0.90159,0.89498,0.99012,320.151,533.745,810.694,141.7413,415.4481,605.356,12.3021,302.2284,527.8472,792.4649,160.3453,394.9041,582.6033,13.8504,306.5774,528.5524,801.236,151.3577,408.4254,565.9911,37.6074,682651,65,190,150,225357,30310,3178,20,50,92,3.8833,13.3181,3.1623,12.7279,4507.14,121,145105,329.4565,25.5,100093,48410,39164,26950,16291,10186,6866,3913,2724,1735,1188,604,334,174,106,74,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58686,44974,28181,24196,28923,18024,18422,16435,13030,11560,9111,9133,8468,6591,5791,5145,5024,4516,3856,3297,3236,2476,2200,2011,1879,1716,1399,1279,1278,1043,996,838,796,744,587,587,479,477,417,370,391,365,353,305,267,260,235,191,152,109,87,73,73,55,60,38,34,24,13,5,14068,12380,7745,7044,8529,5182,4979,4092,2593,1636,936,501,185,69,31,20,10,2,0,0,4057,10322,15690,20678,25083,29301,33566,37700,41820,46020,50133,54529,58915,63393,68204,73626,49586,0,0,0,0,0,0,0,0.49338,0.28078,0.55257,0.10523,0.087273,0.086248,0.84375,0.79469,0.85626,0.066709,0.10562,0.054316,0.45333,0.32123,0.54318,0.13858,0.1507,0.12211,
0.78711,0.26302,0.015782,222800,2684.3373,136,0.33168,0.84388,0.70669,0.96604,0.64592,0.51296,0.11119,127968,2976,71,0.48332,0.96579,0.55571,0.96034,0.28834,0.59902,78.6964,23430,418.3929,1,0.040817,0.89479,0.94326,0.99416,239.7712,393.166,610.5787,107.2012,302.6107,474.0111,11.8532,214.8608,382.2647,600.5199,118.3662,269.3568,432.1762,13.0458,219.5703,383.7143,594.9516,113.4234,277.721,447.1117,41.8976,377657,43,83,56,108168,16210,1331,20,44,34,3.9802,13.1722,3.6056,12.6491,2458.3636,47,65465,476.7647,102,45149,24434,20341,13006,8207,5682,3928,2025,1187,653,461,281,182,101,63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28319,21591,13825,11945,14518,9459,10183,9647,7994,7675,6249,6628,6418,5443,5163,4789,5064,4599,4185,3874,4122,3471,3237,3213,3166,2910,2349,2148,2157,1765,1680,1316,1107,913,641,572,410,373,282,221,224,177,167,125,99,82,61,38,18,0,0,0,0,0,0,0,0,0,0,0,4804,4199,2599,2326,2778,1683,1697,1382,911,534,270,155,60,20,10,2,0,0,0,0,3787,11993,20144,25282,29626,33907,38212,42465,46996,51619,57360,16233,0,0,0,0,0,0,0,0,0,0,0,0,0.4871,0.25694,0.54067,0.10847,0.090432,0.086656,0.85422,0.81273,0.8631,0.058477,0.090336,0.048053,0.42942,0.30593,0.52491,0.13923,0.14298,0.12413,
